0.0 927111.143212
0.008 920627.588501
0.016 921208.59573
0.024 922365.829571
0.032 923557.711607
0.04 916337.764186
0.048 914870.21786
0.056 914714.890119
0.064 914731.318952
0.072 916681.943039
0.08 912831.421201
0.088 909575.789973
0.096 911766.742926
0.104 911009.26992
0.112 923986.928812
0.12 928016.880852
0.128 935400.574541
0.136 933760.50208
0.144 937874.273268
0.152 940510.348655
0.16 943928.914011
0.168 937597.324852
0.176 937878.045623
0.184 940555.435843
0.192 935732.498641
0.2 917242.00797
0.208 894291.466433
0.216 878365.522474
0.224 861473.190609
0.232 846162.878579
0.24 835847.900037
0.248 825666.345719
0.256 821263.007428
0.264 818701.549194
0.272 818098.302558
0.28 818648.938455
0.288 821142.037752
0.296 821606.233467
0.304 826604.06494
0.312 831843.721066
0.32 835557.300534
0.328 843971.414865
0.336 848861.529496
0.344 856992.537689
0.352 863877.886962
0.36 872947.884309
0.368 885932.33965
0.376 895984.143551
0.384 902177.933405
0.392 914195.779855
0.4 926548.0185
0.408 937695.278448
0.416 942688.459608
0.424 952916.946892
0.432 960491.052204
0.44 972858.518858
0.448 981816.270231
0.456 981528.582221
0.464 992124.127001
0.472 994962.521882
0.48 1004757.35506
0.488 1006020.89708
0.496 1010917.74775
0.504 1014153.98485
0.512 1005992.82351
0.52 995796.628451
0.528 994012.155594
0.536 991769.844749
0.544 987333.361055
0.552 982981.786636
0.56 976825.858246
0.568 969046.857175
0.576 963873.986014
0.584 959266.582959
0.592 953824.784982
0.6 950434.266396
0.608 948909.957674
0.616 953531.660661
0.624 957373.236858
0.632 963555.545549
0.64 967889.837678
0.648 973105.313609
0.656 975256.256442
0.664 979014.358172
0.672 974079.820857
0.68 980817.964361
0.688 981159.285457
0.696 982600.847364
0.704 978048.871547
0.712 972156.005094
0.72 964045.343675
0.728 960473.540274
0.736 959870.053739
0.744 966618.549862
0.752 966923.634369
0.76 972142.645913
0.768 975652.837829
0.776 973406.068712
0.784 973633.869561
0.792 960918.178858

