0.0 966339.753411
0.01 974325.729016
0.02 970656.639281
0.03 964339.604066
0.04 957265.867504
0.05 946389.816745
0.06 938453.838501
0.07 938118.958392
0.08 938162.158497
0.09 936978.056603
0.1 940024.302678
0.11 958411.915738
0.12 976712.999603
0.13 981338.917157
0.14 980463.778984
0.15 973603.257171
0.16 962365.654677
0.17 953606.79491
0.18 944103.674163
0.19 936540.751314
0.2 940490.549795
0.21 935555.240884
0.22 931734.767252
0.23 927769.105241
0.24 933005.678906
0.25 932785.5838
0.26 943995.728843
0.27 974956.208183
0.28 959621.138942
0.29 943669.456097
0.3 932382.179516
0.31 926139.268783
0.32 923626.748365
0.33 919436.880787
0.34 917225.768617
0.35 913601.99336
0.36 919144.777017
0.37 924075.652091
0.38 943099.171782
0.39 957047.084181
0.4 966835.206722
0.41 970761.774328
0.42 954202.893913
0.43 932907.139502
0.44 932598.796463
0.45 930968.481613
0.46 928352.130118
0.47 926826.446539
0.48 928618.612758
0.49 933716.534027
0.5 945743.268613
0.51 971423.1901
0.52 992093.332801
0.53 997150.03009
0.54 995154.658547
0.55 989714.633274
0.56 976842.374128
0.57 966221.28323
0.58 956596.8012
0.59 946909.107688
0.6 950327.507085
0.61 953145.087826
0.62 965172.824254
0.63 984219.220886
0.64 997128.30624
0.65 993683.093031
0.66 986425.879942
0.67 974386.484372
0.68 960433.852655
0.69 948593.877648
0.7 950558.651804
