0.0 809471.779541
0.02 809756.937858
0.04 810123.583966
0.06 809343.420853
0.08 810745.50972
0.1 810650.65802
0.12 808896.054794
0.14 808469.605091
0.16 807273.728039
0.18 806469.392061
0.2 805057.403557
0.22 805201.768612
0.24 802843.920588
0.26 803238.358174
0.28 801430.211219
0.3 801670.691657
0.32 802330.505043
0.34 802329.057508
0.36 802152.106469
0.38 803863.743822
0.4 804857.037543
0.42 807294.731365
0.44 810703.412257
0.46 812645.260461
0.48 814282.067757
0.5 817828.845175
0.52 818627.989195
0.54 819518.266466
0.56 818909.3643
0.58 819798.470243
0.6 819639.225026
0.62 819805.806664
0.64 818975.011235
0.66 818142.261092
0.68 817786.336858

