0 192516.758331
1 193216.804498
2 192127.07829
3 192483.23755
4 192250.234182
5 192448.336729
6 192490.966633
7 191538.399092
8 192457.237685
9 191790.742594
10 192642.653185
11 191812.434694
12 192275.731076
13 189408.620855
14 189095.096401
15 188774.123344
16 189715.25571
17 188918.867738
18 189697.860578
19 189920.732868
20 189675.411911
21 190711.941645
22 191027.615748
23 191146.881591
24 191479.437811
25 191751.489594
26 191395.542468
27 191315.49955
28 192152.929961
29 192026.31749
30 191314.938018
31 191596.068975
32 192012.404774
33 192061.672124
34 193224.87732
35 194394.989221
36 194770.378104
37 195156.247737
38 196269.040628
39 196982.521307
40 197870.219393
41 197362.337086
42 198228.499462
43 198777.381957
44 199807.567512
45 199104.429552
46 198848.781778
47 198327.270417
48 198060.876267
49 199387.155631
50 198865.997733
51 197230.07224
52 196766.954121
53 197163.693399
54 197684.631927
55 195673.260649
56 195958.003581
57 195774.651997
58 195926.396365
59 195230.994001
60 195377.610173
61 194652.476549
62 195443.88414
63 195653.158918
64 195443.221855
65 194457.265922
66 194549.551195
67 194265.461511
68 193754.394683
69 193752.153834
70 193403.543015
71 191594.107648
72 191236.269239
73 192422.270986
74 192262.71942
75 191883.117908
76 189906.487679
77 190873.213045
78 189836.431806
79 189615.237294
80 189568.491556
81 189586.63945
82 189488.366786
83 189115.729121
84 188708.01287
85 189173.767723
86 188702.244645
87 188876.516054
88 188450.321287
89 188573.222012
90 188732.39795
91 188844.889846
92 185593.211586
93 185458.828692
94 186081.4927
95 185897.429306
96 186807.521287
97 186226.87987
98 187042.982503
99 185746.459983

