0.0 966062.717669
0.008 966163.054509
0.016 966405.902282
0.024 963936.007352
0.032 967389.697464
0.04 976671.481666
0.048 979680.904996
0.056 978566.727055
0.064 978078.315849
0.072 974336.535868
0.08 973106.75141
0.088 973959.302331
0.096 970599.490767
0.104 971470.097206
0.112 976820.282277
0.12 984079.847617
0.128 983147.810132
0.136 987923.6799
0.144 988887.639675
0.152 989328.031592
0.16 1002319.17698
0.168 1005845.42508
0.176 1005976.19676
0.184 1002686.24202
0.192 994423.557109
0.2 983771.200398
0.208 964515.486911
0.216 941905.707431
0.224 910181.043731
0.232 880266.375127
0.24 858032.655422
0.248 837352.868384
0.256 828967.362097
0.264 821403.882678
0.272 817971.004756
0.28 815051.036934
0.288 815266.226009
0.296 817773.534781
0.304 821838.173299
0.312 824428.195163
0.32 829124.894631
0.328 835842.939612
0.336 841441.121118
0.344 850885.961205
0.352 859467.425963
0.36 874259.466131
0.368 891244.604644
0.376 897896.312948
0.384 909864.545668
0.392 923374.824517
0.4 934641.875681
0.408 948305.322187
0.416 950233.269264
0.424 961747.190307
0.432 969650.537893
0.44 977433.621004
0.448 987019.877811
0.456 989493.11937
0.464 999851.188249
0.472 1003648.47172
0.48 1000983.9723
0.488 1006232.53169
0.496 1012515.82409
0.504 1015388.04265
0.512 1011657.95656
0.52 1008268.74348
0.528 991599.019222
0.536 982771.676448
0.544 974163.44502
0.552 973140.622519
0.56 976445.516402
0.568 965424.029597
0.576 957977.486039
0.584 952226.451489
0.592 943853.702511
0.6 938345.86153
0.608 943586.226197
0.616 942122.120995
0.624 942100.752902
0.632 942231.403381
0.64 942498.816209
0.648 948369.58725
0.656 946620.849916
0.664 947606.817792
0.672 944024.036599
0.68 931459.176497
0.688 932594.379529
0.696 937711.370398
0.704 941511.576236
0.712 937053.51384
0.72 931884.791373
0.728 951441.776528
0.736 960130.956931
0.744 968296.309173
0.752 972997.177852
0.76 979714.731676
0.768 980393.895551
0.776 982702.665868
0.784 983156.097406
0.792 988839.169743
0.8 984676.849037
0.808 974595.175192
0.816 965377.924407
0.824 951746.577962
0.832 936532.776596
0.84 914852.214537
0.848 886293.875245
0.856 868162.476076
0.864 849120.358078
0.872 831417.654823
0.88 821448.381303
0.888 813300.748085
0.896 809512.258214
0.904 807050.228486
0.912 805377.433758
0.92 807166.167366
0.928 809482.895724
0.936 812011.724798
0.944 815267.085307
0.952 818058.422193

