0.0 958736.632659
0.008 956133.538649
0.016 952212.764147
0.024 947249.377102
0.032 924741.766786
0.04 913836.296651
0.048 893578.248327
0.056 874176.02585
0.064 856430.238648
0.072 844157.576762
0.08 830665.575249
0.088 821275.110287
0.096 812598.238795
0.104 808180.705073
0.112 806054.61832
0.12 805573.654922
0.128 806908.560249
0.136 808576.469791
0.144 813496.606711
0.152 816989.181796
0.16 821470.790335
0.168 823274.57649
0.176 827923.71096
0.184 829703.695544
0.192 836842.862058
0.2 844191.006682
0.208 847499.585185
0.216 850558.344385
0.224 850863.809826
0.232 855515.69536
0.24 862861.336836
0.248 877652.572006
0.256 895308.79769
0.264 897026.010102
0.272 914575.764894
0.28 920740.01501
0.288 927847.829078
0.296 933632.405025
0.304 937542.631473
0.312 940968.89643
0.32 951374.241974
0.328 955110.572033
0.336 960241.822137
0.344 960861.538862
0.352 958643.85494
0.36 953263.876393
0.368 944210.672929
0.376 931355.779749
0.384 927153.167917
0.392 918895.015053
0.4 911241.950812
0.408 904205.891931
0.416 893819.265105
0.424 896037.394975
0.432 901011.218198
0.44 904275.190275
0.448 905415.215416
0.456 908484.447059
0.464 913373.985109
0.472 918125.010178
0.48 921016.552684
0.488 921744.031505
0.496 926838.889073
0.504 926840.902449
0.512 933680.816767
0.52 932832.208449
0.528 941223.756647
0.536 935806.897593
0.544 936542.08925
