0.0 814469.070563
0.008 819144.942389
0.016 812584.149939
0.024 814245.051562
0.032 816060.615583
0.04 815201.64432
0.048 819465.972549
0.056 809977.760153
0.064 817135.315225
0.072 823004.916322
0.08 825071.521171
0.088 830323.045559
0.096 824190.107314
0.104 828096.471459
0.112 828921.879487
0.12 828764.196386
0.128 833008.915651
0.136 821031.909128
0.144 822975.949683
0.152 821788.579681
0.16 821184.952421
0.168 823016.915801
0.176 817103.82883
0.184 815040.458163
0.192 814577.980391
0.2 814372.365774
0.208 815906.337109
0.216 808674.211486
0.224 808198.843315
0.232 805679.335325
0.24 801689.242322
0.248 801263.064233
0.256 798012.578349
0.264 798177.119911
0.272 796922.842552
0.28 796181.051063
0.288 796395.683833
0.296 795975.365786
0.304 795746.175238
0.312 795502.538671
0.32 794603.402309
0.328 795019.211583
0.336 794423.658672
0.344 794970.95045
0.352 794992.161892
0.36 794341.241769
0.368 798259.066709
0.376 794141.516278
0.384 795193.197908
0.392 794558.045388
0.4 796874.776077
0.408 801157.455494
0.416 797374.080821
0.424 800769.058053
0.432 801374.592018
0.44 803494.783713
0.448 810124.027779
0.456 804636.578529
0.464 807853.073902
0.472 807987.873753
0.48 814228.482228
0.488 828505.360944
0.496 821099.792662
0.504 829627.043388
0.512 832374.546706
0.52 832722.656768
0.528 837943.514292
0.536 827800.164439
0.544 831784.857546
0.552 830838.05052
0.56 829623.415236
0.568 833487.158794
0.576 820519.708108
0.584 821234.071792
0.592 818984.210812
0.6 816766.727557
0.608 817866.974609
0.616 811887.473326
0.624 813790.74377
0.632 812086.893001
0.64 812004.772287
0.648 813637.702818
0.656 805700.229523
0.664 808086.205519
0.672 807720.988312
0.68 806471.377359
0.688 808496.532576
0.696 807906.401383
0.704 809536.608012
0.712 807545.498227
0.72 804053.0063
0.728 807919.150535
0.736 804229.836508
0.744 805925.542487
0.752 806328.65097
0.76 806658.049134
0.768 813201.890678
0.776 809057.424061
0.784 814208.006768
0.792 816758.661013

